x,y,t,velocity,gaze_state
474.4285278320313,161.69415283203125,291.688048,110.55453712616905,OTHER
475.2161865234375,161.42591857910156,291.698072,83.0087011311408,OTHER
477.2224731445313,161.1131134033203,291.708069,203.1134662569563,OTHER
481.48724365234375,160.95713806152344,291.718054,427.4032845028954,SACCADE
502.0974731445313,156.83181762695312,291.72812,2088.1218862207156,SACCADE
517.7073364257812,149.61239624023438,291.738145,1715.5595735172956,SACCADE
531.0910034179688,128.61973571777344,291.748141,2490.6033146788827,SACCADE
529.8551635742188,120.14546966552734,291.758126,857.6771113839363,SACCADE
528.401611328125,131.22760009765625,291.768193,1110.266137895212,SACCADE
527.2702026367188,136.2930145263672,291.778218,517.7288849918338,SACCADE
527.111572265625,136.36376953125,291.788213,17.37816384349308,FIXATION
525.8925170898438,137.90321350097656,291.798199,196.6418756574065,OTHER
526.2640991210938,137.2395782470703,291.808266,75.55200011692908,OTHER
527.1929931640625,135.5808868408203,291.81829,189.6527323901951,OTHER
528.2349243164062,134.28671264648438,291.828286,166.21423233756735,OTHER
527.9498291015625,135.57508850097656,291.838271,132.15244891491076,OTHER
527.4559326171875,135.96127319335938,291.848339,62.27203278225664,OTHER
527.2069091796875,136.90200805664062,291.858364,97.07097809293006,OTHER
527.2611694335938,136.3800048828125,291.868358,52.51307495574794,OTHER
527.6235961914062,135.8035430908203,291.878343,68.19497580104193,OTHER
527.809326171875,135.47186279296875,291.88841,37.76113534669324,OTHER
526.8123779296875,136.33128356933594,291.898436,131.28350357279894,OTHER
503.5399475097656,150.36769104003906,291.908431,2719.1284144466877,SACCADE
487.5787048339844,155.07884216308594,291.918417,1666.533292809492,SACCADE
485.52728271484375,155.82778930664062,291.928482,216.9758864946236,OTHER
486.6513671875,156.6565704345703,291.938508,139.29612948246822,OTHER
487.8692321777344,156.61212158203125,291.948504,121.91635185079375,OTHER
488.4874572753906,156.50254821777344,291.958489,62.88035349371672,OTHER
489.07763671875,156.65496826171875,291.968555,60.55471894048432,OTHER
488.2533874511719,157.2722625732422,291.978581,102.71057735660737,OTHER
488.5531311035156,157.3048095703125,291.988576,30.165632419592086,OTHER
489.433837890625,157.5771484375,291.998561,92.3237829536749,OTHER
494.6513671875,142.7893829345703,292.008629,1557.5306634547362,SACCADE
496.7945251464844,132.63233947753906,292.018653,1035.5832771762125,SACCADE
491.8204956054687,152.27232360839844,292.028649,2026.816517653134,SACCADE
491.3803405761719,152.13626098632812,292.038634,46.13975194496731,OTHER
491.3990173339844,151.9617462158203,292.048701,17.43432287986591,FIXATION
490.8370361328125,151.5476531982422,292.058726,69.63250136449344,OTHER
492.16802978515625,154.69395446777344,292.068721,341.7957766841503,SACCADE
493.0176696777344,149.5781707763672,292.078706,519.3649199619417,SACCADE
496.2375793457031,149.22195434570312,292.088773,321.7993182746459,SACCADE
495.0197143554687,147.85476684570312,292.098798,182.6389186126583,OTHER
496.9327697753906,141.27481079101562,292.108793,685.5843752901171,SACCADE
495.5165100097656,136.1014862060547,292.118779,537.12011584564,SACCADE
494.5964965820313,130.54664611816406,292.128845,559.3594959451792,SACCADE
491.8476867675781,127.96215057373048,292.138871,376.3221404265233,SACCADE
490.85601806640625,124.51494598388672,292.148867,358.84433641113895,SACCADE
492.1647033691406,126.41444396972656,292.158851,231.03716518995273,OTHER
491.1849670410156,129.9124298095703,292.168919,360.8065901801891,SACCADE
483.6353454589844,121.3593292236328,292.178943,1138.1117098370328,SACCADE
499.3506774902344,93.1078872680664,292.188938,3234.442043712426,SACCADE
494.936279296875,121.7081298828125,292.198924,2897.948606728266,SACCADE
498.71539306640625,118.87044525146484,292.20899,469.4916107706775,SACCADE
554.9038696289062,123.3036880493164,292.219016,5621.69315290553,SACCADE
551.309814453125,99.36074829101562,292.229011,2422.3299081712917,SACCADE
540.4142456054688,101.23689270019533,292.238996,1107.2527493854363,SACCADE
520.8724975585938,99.20265197753906,292.249063,1951.6581018662919,SACCADE
499.00885009765625,104.79019927978516,292.259088,2251.006625575153,SACCADE
498.72747802734375,103.18402099609376,292.269085,163.11269191938243,OTHER
478.5169067382813,82.20272827148438,292.279069,2917.8830509728627,SACCADE
499.1496276855469,87.93348693847656,292.289136,2127.128097326416,SACCADE
509.612060546875,77.3839340209961,292.29916,1482.2271887125135,SACCADE
499.6288757324219,83.44807434082031,292.309156,1168.533237030863,SACCADE
487.2487487792969,78.09300994873047,292.319141,1350.8934872021866,SACCADE
486.69976806640625,76.2032470703125,292.329208,195.47909966779443,OTHER
489.4352111816406,77.37166595458984,292.339234,296.68201346366095,OTHER
486.5694274902344,80.19876861572266,292.349229,402.7585257961924,SACCADE
490.1703186035156,77.53861999511719,292.359213,448.40939703657915,SACCADE
488.6256408691406,76.49947357177734,292.36928,184.92903374970447,OTHER
480.9021911621094,78.27566528320312,292.379306,790.4505532915724,SACCADE
470.7778015136719,70.29352569580078,292.389301,1289.8998438278734,SACCADE
471.2467956542969,60.513431549072266,292.399286,980.6041812772205,SACCADE
479.6013793945313,74.99690246582031,292.409353,1660.9066121489311,SACCADE
484.67034912109375,82.43461608886719,292.419378,897.8334021575821,SACCADE
486.9509887695313,79.45547485351562,292.429373,375.3756368011401,SACCADE
490.2876892089844,65.27604675292969,292.439359,1458.715641902348,SACCADE
485.9274291992187,77.77522277832031,292.449426,1314.9769060156805,SACCADE
486.5321044921875,81.93891906738281,292.459451,419.68821537064514,SACCADE
491.8385925292969,84.43428802490234,292.469446,586.6863984284926,SACCADE
499.3138122558594,93.45336151123048,292.479432,1173.06277820463,SACCADE
505.8425598144531,104.3941421508789,292.489498,1265.7154507432947,SACCADE
509.473388671875,111.44439697265624,292.499523,791.0483009178282,SACCADE
511.7460021972656,114.23294067382812,292.509519,359.8764652290027,SACCADE
512.0994873046875,113.7453384399414,292.519504,60.31568915496638,OTHER
510.5486450195313,112.70043182373048,292.52957,185.77499811164915,OTHER
510.2500915527344,112.6680145263672,292.539595,29.95593660466858,FIXATION
511.8831787109375,112.93296813964844,292.549591,165.5102757320403,OTHER
512.3401489257812,112.89493560791016,292.559576,45.923902015483414,OTHER
513.6929321289062,112.95415496826172,292.569644,134.4933228454159,OTHER
516.225341796875,114.71926879882812,292.579668,307.94726512106706,SACCADE
530.3948364257812,122.22215270996094,292.589664,1603.975133089391,SACCADE
541.0404663085938,131.80880737304688,292.599649,1434.7490076077424,SACCADE
549.5311279296875,137.47837829589844,292.609716,1014.1623552681973,SACCADE
548.8352661132812,138.37042236328125,292.61974,112.86471967666317,OTHER
548.202880859375,137.15826416015625,292.629736,136.77481154690858,OTHER
547.6742553710938,137.89251708984375,292.639721,90.61090027472946,OTHER
549.0722045898438,139.01199340820312,292.649788,177.90269856146602,OTHER
