gaze_timestamp,transformed_gaze_x,transformed_gaze_y,active_frame_index,active_frame_time,angular_velocity_deg_s,pupil_diameter_left,pupil_diameter_right,pupil_diameter_avg,frame_luminance,head_gyro_x,head_gyro_y,head_gyro_z
0.00032,,,,,,3.870000000000001,3.520000000000001,3.695000000000001,,-17.87729181,-29.355788953622497,2.0355940927429588
0.010345,,,,,23.518439260437948,3.8680000000000008,3.4890000000000008,3.6785000000000005,,-17.87729181,-29.355788953622497,2.0355940927429588
0.020341,,,,,31.51386205108973,3.8600000000000008,3.487000000000001,3.6735000000000007,,-17.33895429,-28.84815773920412,3.273028703197071
0.030326,,,,,38.12194961386115,3.826000000000001,3.495000000000001,3.6605000000000008,,-16.598740199999998,-28.467257282638442,4.09405174782429
0.040391,,,,,23.512653517323642,3.818000000000001,3.4930000000000008,3.655500000000001,,-14.30332883,-27.30886081937326,4.329395731872183
0.050417,,,,,2.9923479058379567,3.818000000000001,3.4820000000000007,3.650000000000001,,-13.16683851,-26.636547972012657,4.507537061178354
0.060413,,,,,7.6494151512181885,3.834000000000001,3.4730000000000008,3.653500000000001,,-12.03034819,-25.93434482884018,4.610529473924199
0.070399,,,,,18.821776485101726,3.830000000000001,3.4700000000000006,3.650000000000001,,-10.81908877,-25.228147382770562,4.1928843637470505
0.080465,,,,,52.839121547888254,3.809000000000001,3.4130000000000007,3.6110000000000007,,-9.60035244,-24.443337854499145,3.6056507660988784
0.090489,,,,,34.12763154810582,3.751000000000001,3.391000000000001,3.5710000000000006,,-5.69740542,-22.512994224500453,3.768639690918522
0.100486,,,,,34.53469704360078,3.738000000000001,3.390000000000001,3.564000000000001,,-4.16463887,-22.39162948494887,3.0090237484672464
0.110471,,,,,34.209964038794624,3.725000000000001,3.384000000000001,3.554500000000001,,-2.17578081,-21.822126228669248,2.2000167113166484
0.120538,,,,,28.136690395610835,3.7070000000000007,3.366000000000001,3.536500000000001,,0.0,-20.480675805656116,1.3186546149377998
0.130562,,,,,80.30090366747645,3.670000000000001,3.3530000000000006,3.5115000000000007,,1.85427368,-19.09941052959198,1.3078837036373856
0.140558,,,,,31.092905777780835,3.660000000000001,3.354000000000001,3.507000000000001,,4.7627916699999995,-16.94567272545164,2.485897589884506
0.150544,,,,,14.423322234357729,3.661000000000001,3.3520000000000008,3.506500000000001,,5.09177571,-15.991772748179677,2.9099436700019075
0.16061,,,,,30.087688278748296,3.657000000000001,3.3440000000000007,3.5005000000000006,,5.42075975,-15.384822431194,3.140197977856128
0.170635,,,,,28.84344742539019,3.6470000000000007,3.334000000000001,3.490500000000001,,6.14602002,-15.115212434061096,3.365716701020457
0.180631,,,,,12.237891065837356,3.634000000000001,3.3290000000000006,3.4815000000000005,,7.2526027,-14.70473689848916,3.354906915021879
0.190615,,,,,33.46629574734343,3.6270000000000007,3.3000000000000007,3.4635000000000007,,8.40404684,-14.023661064756334,3.286579257475962
0.200683,,,,,96.14141899425776,3.665000000000001,3.2730000000000006,3.4690000000000007,,10.3181358,-12.32346089443035,2.7264478742205602
0.210707,,,,,45.07794249797591,3.616000000000001,3.282000000000001,3.4490000000000007,,11.19293427,-11.349844197820884,2.595938733920763
0.220703,,,,,361.86628118477915,3.601000000000001,3.037000000000001,3.319000000000001,,11.5892105,-10.359763802978309,2.6148090991969797
0.230689,,,,,264.2611252988449,3.527000000000001,2.7570000000000006,3.142000000000001,,11.41724157,-9.093783289244096,2.529171389356668
0.240755,,,,,371.17401889163773,3.5060000000000007,3.029000000000001,3.267500000000001,,10.57982765,-7.85808026161072,2.1212795665797333
0.250779,,,,,214.36588866007403,3.492000000000001,3.1710000000000007,3.331500000000001,,8.23955482,-5.399569666667064,1.2088656035221081
0.260775,,,,,26.24059917537205,3.503000000000001,3.1800000000000006,3.341500000000001,,7.66383275,-4.463438905461816,1.0098848587096918
0.270761,,,,,23.056874092398164,3.507000000000001,3.1990000000000007,3.3530000000000006,,7.11054141,-3.832180231415445,1.066805395430985
0.280828,,,,,10.215607925257588,3.507000000000001,3.190000000000001,3.348500000000001,,6.83389574,-3.3426334498693917,0.924529266889809
0.290853,,,,,16.950444624185813,3.4980000000000007,3.193000000000001,3.345500000000001,,6.8039881,-2.7308755747104723,0.45816237032273405
0.300848,,,,,31.37733165220262,3.4980000000000007,3.198000000000001,3.3480000000000008,,6.36285041,-1.726057288542552,-0.8561469635994661
0.310834,,,,,28.55721631606628,3.4860000000000007,3.206000000000001,3.346000000000001,,5.81703598,-1.590137479330491,-1.259591095619913
0.3209,,,,,28.793690496591818,3.491000000000001,3.213000000000001,3.352000000000001,,5.10672953,-1.808447753191443,-1.243763606911014
0.330925,,,,,7.755582226831647,3.4820000000000007,3.2150000000000007,3.3485000000000005,,4.5982996499999995,-1.922604043439646,-0.7379301728837429
0.340921,,,,,23.856664420203636,3.4770000000000008,3.221000000000001,3.349000000000001,,4.37399235,-2.244825057591081,-0.09614383085922296
0.350906,,,,,27.71211156196263,3.4770000000000008,3.217000000000001,3.347000000000001,,4.52353055,-2.448226170287772,0.06174964185377402
0.360973,,,,,6.079815728955071,3.472000000000001,3.213000000000001,3.342500000000001,,5.03943734,-2.485994223712419,-0.151897020800637
